name;;source;;;Imager Center;;;Imager Top;;;Imager Right;;;
;x;y;z;x;y;z;x;y;z;x;y;z
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_01110.tif;-45.0273;-167.077;41.0346;340.076;-163.026;-309.92;338.819;-19.632;-309.644;435.12;-162.401;-202.544;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_01111.tif;-44.8517;-167.077;41.2264;338.75;-163.026;-311.369;337.494;-19.632;-311.087;434.252;-162.401;-204.4;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_01112.tif;-44.6754;-167.077;41.4175;337.417;-163.026;-312.812;336.164;-19.632;-312.525;433.375;-162.401;-206.251;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_01113.tif;-44.4982;-167.077;41.6078;336.079;-163.026;-314.25;334.826;-19.632;-313.957;432.491;-162.401;-208.099;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_01114.tif;-44.3202;-167.077;41.7974;334.735;-163.026;-315.681;333.483;-19.632;-315.383;431.599;-162.401;-209.943;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_01115.tif;-44.1413;-167.077;41.9862;333.384;-163.026;-317.107;332.134;-19.632;-316.804;430.699;-162.401;-211.784;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_01116.tif;-43.9617;-167.077;42.1742;332.028;-163.026;-318.528;330.779;-19.632;-318.219;429.791;-162.401;-213.62;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_01117.tif;-43.7813;-167.077;42.3615;330.665;-163.026;-319.942;329.417;-19.632;-319.628;428.875;-162.401;-215.453;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_01118.tif;-43.6001;-167.077;42.548;329.296;-163.026;-321.35;328.05;-19.632;-321.031;427.951;-162.401;-217.282;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_01119.tif;-43.4181;-167.077;42.7337;327.922;-163.026;-322.753;326.677;-19.632;-322.428;427.02;-162.401;-219.106;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_01120.tif;-43.2353;-167.077;42.9186;326.541;-163.026;-324.15;325.298;-19.632;-323.82;426.081;-162.401;-220.927;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_01121.tif;-43.0517;-167.077;43.1028;325.154;-163.026;-325.541;323.912;-19.632;-325.206;425.134;-162.401;-222.744;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_01122.tif;-42.8673;-167.077;43.2862;323.762;-163.026;-326.926;322.521;-19.632;-326.585;424.179;-162.401;-224.556;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_01123.tif;-42.6822;-167.077;43.4688;322.363;-163.026;-328.305;321.124;-19.632;-327.959;423.217;-162.401;-226.365;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_01124.tif;-42.4962;-167.077;43.6505;320.959;-163.026;-329.678;319.722;-19.632;-329.327;422.247;-162.401;-228.169;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_01125.tif;-42.3095;-167.077;43.8315;319.549;-163.026;-331.045;318.313;-19.632;-330.688;421.269;-162.401;-229.97;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_01126.tif;-42.122;-167.077;44.0117;318.133;-163.026;-332.406;316.899;-19.632;-332.044;420.284;-162.401;-231.766;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_01127.tif;-41.9338;-167.077;44.1911;316.711;-163.026;-333.761;315.478;-19.632;-333.394;419.291;-162.401;-233.557;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_01128.tif;-41.7448;-167.077;44.3697;315.284;-163.026;-335.109;314.052;-19.632;-334.737;418.29;-162.401;-235.345;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_01129.tif;-41.555;-167.077;44.5475;313.851;-163.026;-336.452;312.621;-19.632;-336.075;417.282;-162.401;-237.128;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_01130.tif;-41.3645;-167.077;44.7245;312.412;-163.026;-337.789;311.183;-19.632;-337.406;416.266;-162.401;-238.907;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_01131.tif;-41.1732;-167.077;44.9006;310.967;-163.026;-339.119;309.74;-19.632;-338.731;415.242;-162.401;-240.682;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_01132.tif;-40.9812;-167.077;45.076;309.517;-163.026;-340.443;308.292;-19.632;-340.05;414.211;-162.401;-242.452;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_01133.tif;-40.7884;-167.077;45.2505;308.06;-163.026;-341.761;306.837;-19.632;-341.363;413.172;-162.401;-244.218;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_01134.tif;-40.5949;-167.077;45.4242;306.599;-163.026;-343.073;305.377;-19.632;-342.67;412.126;-162.401;-245.979;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_01135.tif;-40.4006;-167.077;45.597;305.132;-163.026;-344.379;303.912;-19.632;-343.97;411.072;-162.401;-247.736;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_01136.tif;-40.2056;-167.077;45.7691;303.659;-163.026;-345.678;302.441;-19.632;-345.264;410.011;-162.401;-249.489;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_01137.tif;-40.0099;-167.077;45.9403;302.181;-163.026;-346.971;300.965;-19.632;-346.552;408.942;-162.401;-251.237;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_01138.tif;-39.8134;-167.077;46.1106;300.697;-163.026;-348.258;299.483;-19.632;-347.833;407.866;-162.401;-252.98;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_01139.tif;-39.6162;-167.077;46.2801;299.208;-163.026;-349.538;297.995;-19.632;-349.109;406.783;-162.401;-254.718;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_01140.tif;-39.4183;-167.077;46.4488;297.713;-163.026;-350.812;296.502;-19.632;-350.377;405.692;-162.401;-256.453;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_01141.tif;-39.2197;-167.077;46.6167;296.213;-163.026;-352.08;295.004;-19.632;-351.64;404.593;-162.401;-258.182;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_01142.tif;-39.0204;-167.077;46.7836;294.707;-163.026;-353.341;293.5;-19.632;-352.896;403.488;-162.401;-259.906;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_01143.tif;-38.8203;-167.077;46.9498;293.196;-163.026;-354.596;291.991;-19.632;-354.145;402.375;-162.401;-261.626;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_01144.tif;-38.6196;-167.077;47.115;291.68;-163.026;-355.844;290.477;-19.632;-355.389;401.254;-162.401;-263.341;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_01145.tif;-38.4181;-167.077;47.2795;290.159;-163.026;-357.086;288.957;-19.632;-356.625;400.127;-162.401;-265.052;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_01146.tif;-38.2159;-167.077;47.443;288.632;-163.026;-358.321;287.433;-19.632;-357.855;398.992;-162.401;-266.757;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_01147.tif;-38.0131;-167.077;47.6057;287.1;-163.026;-359.55;285.902;-19.632;-359.079;397.849;-162.401;-268.458;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_01148.tif;-37.8095;-167.077;47.7675;285.562;-163.026;-360.772;284.367;-19.632;-360.296;396.7;-162.401;-270.154;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_01149.tif;-37.6053;-167.077;47.9285;284.02;-163.026;-361.987;282.827;-19.632;-361.507;395.543;-162.401;-271.845;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_01150.tif;-37.4004;-167.077;48.0886;282.472;-163.026;-363.196;281.281;-19.632;-362.711;394.379;-162.401;-273.53;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_01151.tif;-37.1948;-167.077;48.2478;280.919;-163.026;-364.399;279.73;-19.632;-363.908;393.208;-162.401;-275.211;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_01152.tif;-36.9885;-167.077;48.4061;279.361;-163.026;-365.595;278.174;-19.632;-365.099;392.03;-162.401;-276.887;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_01153.tif;-36.7815;-167.077;48.5635;277.798;-163.026;-366.784;276.613;-19.632;-366.283;390.844;-162.401;-278.558;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_01154.tif;-36.5739;-167.077;48.7201;276.23;-163.026;-367.966;275.047;-19.632;-367.46;389.651;-162.401;-280.224;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_01155.tif;-36.3656;-167.077;48.8758;274.657;-163.026;-369.142;273.476;-19.632;-368.631;388.452;-162.401;-281.885;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_01156.tif;-36.1567;-167.077;49.0305;273.079;-163.026;-370.311;271.9;-19.632;-369.795;387.245;-162.401;-283.54;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_01157.tif;-35.9471;-167.077;49.1844;271.496;-163.026;-371.473;270.319;-19.632;-370.952;386.031;-162.401;-285.19;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_01158.tif;-35.7368;-167.077;49.3374;269.907;-163.026;-372.629;268.734;-19.632;-372.102;384.81;-162.401;-286.836;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_01159.tif;-35.5259;-167.077;49.4895;268.314;-163.026;-373.777;267.143;-19.632;-373.246;383.583;-162.401;-288.475;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_01160.tif;-35.3143;-167.077;49.6407;266.716;-163.026;-374.919;265.547;-19.632;-374.383;382.348;-162.401;-290.11;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_01161.tif;-35.1021;-167.077;49.791;265.114;-163.026;-376.054;263.947;-19.632;-375.513;381.106;-162.401;-291.739;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_01162.tif;-34.8892;-167.077;49.9404;263.506;-163.026;-377.182;262.342;-19.632;-376.636;379.857;-162.401;-293.364;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_01163.tif;-34.6757;-167.077;50.0888;261.894;-163.026;-378.304;260.731;-19.632;-377.753;378.602;-162.401;-294.982;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_01164.tif;-34.4616;-167.077;50.2364;260.277;-163.026;-379.418;259.117;-19.632;-378.862;377.339;-162.401;-296.596;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_01165.tif;-34.2469;-167.077;50.383;258.655;-163.026;-380.526;257.497;-19.632;-379.965;376.07;-162.401;-298.204;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_01166.tif;-34.0315;-167.077;50.5288;257.028;-163.026;-381.626;255.873;-19.632;-381.06;374.793;-162.401;-299.806;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_01167.tif;-33.8155;-167.077;50.6736;255.397;-163.026;-382.72;254.244;-19.632;-382.149;373.51;-162.401;-301.403;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_01168.tif;-33.5989;-167.077;50.8174;253.761;-163.026;-383.807;252.611;-19.632;-383.231;372.22;-162.401;-302.995;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_01169.tif;-33.3817;-167.077;50.9604;252.12;-163.026;-384.886;250.972;-19.632;-384.305;370.923;-162.401;-304.581;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_01170.tif;-33.1639;-167.077;51.1024;250.475;-163.026;-385.959;249.33;-19.632;-385.373;369.62;-162.401;-306.161;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_01171.tif;-32.9454;-167.077;51.2435;248.825;-163.026;-387.025;247.683;-19.632;-386.434;368.31;-162.401;-307.736;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_01172.tif;-32.7264;-167.077;51.3837;247.171;-163.026;-388.083;246.031;-19.632;-387.488;366.993;-162.401;-309.306;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_01173.tif;-32.5068;-167.077;51.5229;245.512;-163.026;-389.135;244.375;-19.632;-388.534;365.669;-162.401;-310.869;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_01174.tif;-32.2866;-167.077;51.6612;243.849;-163.026;-390.179;242.714;-19.632;-389.574;364.339;-162.401;-312.427;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_01175.tif;-32.0658;-167.077;51.7985;242.181;-163.026;-391.216;241.049;-19.632;-390.606;363.002;-162.401;-313.98;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_01176.tif;-31.8444;-167.077;51.9349;240.509;-163.026;-392.247;239.379;-19.632;-391.632;361.659;-162.401;-315.526;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_01177.tif;-31.6224;-167.077;52.0704;238.833;-163.026;-393.27;237.706;-19.632;-392.65;360.309;-162.401;-317.067;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_01178.tif;-31.3998;-167.077;52.2049;237.152;-163.026;-394.285;236.027;-19.632;-393.661;358.952;-162.401;-318.602;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_01179.tif;-31.1767;-167.077;52.3384;235.467;-163.026;-395.294;234.345;-19.632;-394.665;357.589;-162.401;-320.131;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_01180.tif;-30.953;-167.077;52.471;233.777;-163.026;-396.296;232.658;-19.632;-395.662;356.219;-162.401;-321.655;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_01181.tif;-30.7288;-167.077;52.6027;232.084;-163.026;-397.29;230.967;-19.632;-396.651;354.843;-162.401;-323.172;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_01182.tif;-30.504;-167.077;52.7333;230.386;-163.026;-398.277;229.272;-19.632;-397.633;353.46;-162.401;-324.684;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_01183.tif;-30.2786;-167.077;52.8631;228.684;-163.026;-399.257;227.573;-19.632;-398.608;352.071;-162.401;-326.19;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_01184.tif;-30.0527;-167.077;52.9918;226.977;-163.026;-400.229;225.869;-19.632;-399.576;350.675;-162.401;-327.69;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_01185.tif;-29.8262;-167.077;53.1196;225.267;-163.026;-401.194;224.162;-19.632;-400.537;349.273;-162.401;-329.183;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_01186.tif;-29.5992;-167.077;53.2465;223.552;-163.026;-402.152;222.45;-19.632;-401.49;347.865;-162.401;-330.671;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_01187.tif;-29.3717;-167.077;53.3723;221.834;-163.026;-403.103;220.734;-19.632;-402.436;346.451;-162.401;-332.153;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_01188.tif;-29.1436;-167.077;53.4972;220.111;-163.026;-404.046;219.014;-19.632;-403.374;345.03;-162.401;-333.629;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_01189.tif;-28.9149;-167.077;53.6211;218.384;-163.026;-404.982;217.29;-19.632;-404.305;343.602;-162.401;-335.099;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_01190.tif;-28.6858;-167.077;53.7441;216.654;-163.026;-405.91;215.563;-19.632;-405.229;342.169;-162.401;-336.562;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_01191.tif;-28.4561;-167.077;53.866;214.919;-163.026;-406.831;213.831;-19.632;-406.146;340.729;-162.401;-338.02;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_01192.tif;-28.226;-167.077;53.987;213.181;-163.026;-407.745;212.095;-19.632;-407.055;339.283;-162.401;-339.471;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_01193.tif;-27.9953;-167.077;54.107;211.438;-163.026;-408.651;210.356;-19.632;-407.956;337.831;-162.401;-340.916;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_01194.tif;-27.7641;-167.077;54.226;209.692;-163.026;-409.55;208.613;-19.632;-408.85;336.373;-162.401;-342.355;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_01195.tif;-27.5323;-167.077;54.344;207.942;-163.026;-410.441;206.866;-19.632;-409.737;334.908;-162.401;-343.788;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_01196.tif;-27.3001;-167.077;54.461;206.188;-163.026;-411.325;205.115;-19.632;-410.616;333.438;-162.401;-345.214;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_01197.tif;-27.0674;-167.077;54.577;204.431;-163.026;-412.202;203.36;-19.632;-411.488;331.961;-162.401;-346.634;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_01198.tif;-26.8342;-167.077;54.6921;202.669;-163.026;-413.071;201.602;-19.632;-412.352;330.479;-162.401;-348.048;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_01199.tif;-26.6005;-167.077;54.8061;200.904;-163.026;-413.932;199.84;-19.632;-413.209;328.99;-162.401;-349.456;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_01200.tif;-26.3663;-167.077;54.9192;199.136;-163.026;-414.786;198.075;-19.632;-414.058;327.496;-162.401;-350.857;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_01201.tif;-26.1317;-167.077;55.0312;197.363;-163.026;-415.632;196.305;-19.632;-414.9;325.995;-162.401;-352.251;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_01202.tif;-25.8965;-167.077;55.1423;195.587;-163.026;-416.471;194.533;-19.632;-415.734;324.488;-162.401;-353.64;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_01203.tif;-25.6609;-167.077;55.2523;193.808;-163.026;-417.302;192.756;-19.632;-416.561;322.976;-162.401;-355.022;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_01204.tif;-25.4249;-167.077;55.3613;192.025;-163.026;-418.125;190.976;-19.632;-417.38;321.458;-162.401;-356.397;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_01205.tif;-25.1883;-167.077;55.4693;190.239;-163.026;-418.941;189.193;-19.632;-418.191;319.933;-162.401;-357.766;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_01206.tif;-24.9513;-167.077;55.5764;188.448;-163.026;-419.749;187.406;-19.632;-418.995;318.403;-162.401;-359.128;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_01207.tif;-24.7139;-167.077;55.6824;186.655;-163.026;-420.55;185.616;-19.632;-419.791;316.868;-162.401;-360.484;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_01208.tif;-24.476;-167.077;55.7873;184.858;-163.026;-421.343;183.823;-19.632;-420.58;315.326;-162.401;-361.833;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_01209.tif;-24.2376;-167.077;55.8913;183.058;-163.026;-422.128;182.026;-19.632;-421.36;313.779;-162.401;-363.176;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_01210.tif;-23.9988;-167.077;55.9942;181.255;-163.026;-422.905;180.226;-19.632;-422.133;312.226;-162.401;-364.512;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_01211.tif;-23.7596;-167.077;56.0962;179.448;-163.026;-423.675;178.422;-19.632;-422.899;310.667;-162.401;-365.841;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_01212.tif;-23.5199;-167.077;56.1971;177.638;-163.026;-424.437;176.615;-19.632;-423.657;309.102;-162.401;-367.164;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_01213.tif;-23.2798;-167.077;56.297;175.824;-163.026;-425.192;174.805;-19.632;-424.407;307.532;-162.401;-368.48;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_01214.tif;-23.0393;-167.077;56.3958;174.008;-163.026;-425.938;172.992;-19.632;-425.149;305.957;-162.401;-369.789;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_01215.tif;-22.7984;-167.077;56.4936;172.188;-163.026;-426.677;171.176;-19.632;-425.883;304.376;-162.401;-371.092;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_01216.tif;-22.557;-167.077;56.5904;170.365;-163.026;-427.408;169.356;-19.632;-426.61;302.789;-162.401;-372.388;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_01217.tif;-22.3153;-167.077;56.6862;168.54;-163.026;-428.131;167.534;-19.632;-427.329;301.196;-162.401;-373.677;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_01218.tif;-22.0731;-167.077;56.7809;166.71;-163.026;-428.847;165.708;-19.632;-428.041;299.599;-162.401;-374.959;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_01219.tif;-21.8306;-167.077;56.8746;164.879;-163.026;-429.555;163.88;-19.632;-428.744;297.996;-162.401;-376.235;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_01220.tif;-21.5876;-167.077;56.9673;163.043;-163.026;-430.255;162.048;-19.632;-429.439;296.387;-162.401;-377.503;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_01221.tif;-21.3442;-167.077;57.0589;161.205;-163.026;-430.947;160.214;-19.632;-430.127;294.773;-162.401;-378.765;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_01222.tif;-21.1005;-167.077;57.1495;159.365;-163.026;-431.631;158.376;-19.632;-430.807;293.153;-162.401;-380.02;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_01223.tif;-20.8563;-167.077;57.2391;157.521;-163.026;-432.307;156.536;-19.632;-431.479;291.529;-162.401;-381.267;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_01224.tif;-20.6118;-167.077;57.3276;155.674;-163.026;-432.975;154.693;-19.632;-432.144;289.899;-162.401;-382.508;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_01225.tif;-20.367;-167.077;57.415;153.824;-163.026;-433.636;152.847;-19.632;-432.8;288.263;-162.401;-383.742;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_01226.tif;-20.1217;-167.077;57.5014;151.972;-163.026;-434.289;150.998;-19.632;-433.448;286.623;-162.401;-384.969;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_01227.tif;-19.8761;-167.077;57.5868;150.117;-163.026;-434.933;149.146;-19.632;-434.089;284.977;-162.401;-386.189;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_01228.tif;-19.6301;-167.077;57.6711;148.259;-163.026;-435.57;147.292;-19.632;-434.722;283.326;-162.401;-387.402;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_01229.tif;-19.3837;-167.077;57.7544;146.398;-163.026;-436.199;145.435;-19.632;-435.346;281.669;-162.401;-388.608;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_01230.tif;-19.137;-167.077;57.8366;144.535;-163.026;-436.82;143.576;-19.632;-435.963;280.008;-162.401;-389.807;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_01231.tif;-18.89;-167.077;57.9178;142.669;-163.026;-437.433;141.713;-19.632;-436.572;278.342;-162.401;-390.998;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_01232.tif;-18.6426;-167.077;57.9979;140.801;-163.026;-438.038;139.849;-19.632;-437.173;276.67;-162.401;-392.183;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_01233.tif;-18.3949;-167.077;58.0769;138.93;-163.026;-438.635;137.981;-19.632;-437.766;274.994;-162.401;-393.36;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_01234.tif;-18.1468;-167.077;58.1549;137.056;-163.026;-439.224;136.112;-19.632;-438.351;273.312;-162.401;-394.53;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_01235.tif;-17.8984;-167.077;58.2318;135.18;-163.026;-439.805;134.239;-19.632;-438.928;271.626;-162.401;-395.693;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_01236.tif;-17.6497;-167.077;58.3077;133.302;-163.026;-440.378;132.364;-19.632;-439.497;269.934;-162.401;-396.849;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_01237.tif;-17.4006;-167.077;58.3825;131.421;-163.026;-440.943;130.487;-19.632;-440.058;268.238;-162.401;-397.998;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_01238.tif;-17.1513;-167.077;58.4562;129.537;-163.026;-441.5;128.608;-19.632;-440.611;266.536;-162.401;-399.139;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_01239.tif;-16.9016;-167.077;58.5289;127.652;-163.026;-442.049;126.726;-19.632;-441.156;264.83;-162.401;-400.273;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_01240.tif;-16.6516;-167.077;58.6005;125.764;-163.026;-442.59;124.842;-19.632;-441.693;263.119;-162.401;-401.4;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_01241.tif;-16.4013;-167.077;58.6711;123.873;-163.026;-443.122;122.955;-19.632;-442.222;261.404;-162.401;-402.519;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_01242.tif;-16.1507;-167.077;58.7405;121.981;-163.026;-443.647;121.066;-19.632;-442.742;259.683;-162.401;-403.631;
G:\Tomo\2023-07\jmletang\Wire_17.54um_2mmCu\Proj\img_01243.tif;-15.8999;-167.077;58.809;120.086;-163.026;-444.164;119.175;-19.632;-443.255;257.958;-162.401;-404.736;
