name;;source;;;Imager Center;;;Imager Top;;;Imager Right;;;
;x;y;z;x;y;z;x;y;z;x;y;z
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_01118.tif;-400.579;-245.618;-15.2196;457.13;-238.888;17.3683;455.478;-23.4964;16.3659;449.069;-237.948;232.615;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_01119.tif;-400.639;-245.618;-13.5462;457.198;-238.888;15.4586;455.542;-23.4964;14.4631;450.036;-237.948;230.737;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_01120.tif;-400.694;-245.618;-11.8146;457.261;-238.888;13.4825;455.6;-23.4964;12.4943;451.029;-237.948;228.79;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_01121.tif;-400.739;-245.618;-10.1687;457.312;-238.888;11.6042;455.648;-23.4964;10.6228;451.965;-237.948;226.936;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_01122.tif;-400.778;-245.618;-8.49426;457.357;-238.888;9.69342;455.688;-23.4964;8.71895;452.91;-237.948;225.045;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_01123.tif;-400.81;-245.618;-6.82406;457.393;-238.888;7.78745;455.721;-23.4964;6.81994;453.843;-237.948;223.156;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_01124.tif;-400.835;-245.618;-5.14144;457.422;-238.888;5.86727;455.745;-23.4964;4.90679;454.776;-237.948;221.249;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_01125.tif;-400.853;-245.618;-3.46688;457.443;-238.888;3.9563;455.762;-23.4964;3.00283;455.697;-237.948;219.347;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_01126.tif;-400.864;-245.618;-1.76535;457.455;-238.888;2.01457;455.77;-23.4964;1.06824;456.623;-237.948;217.411;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_01127.tif;-400.868;-245.618;-0.135276;457.46;-238.888;0.154363;455.771;-23.4964;-0.785105;457.504;-237.948;215.552;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_01128.tif;-400.865;-245.618;1.5528;457.456;-238.888;-1.772;455.764;-23.4964;-2.70435;458.407;-237.948;213.624;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_01129.tif;-400.855;-245.618;3.23121;457.445;-238.888;-3.6874;455.748;-23.4964;-4.61266;459.298;-237.948;211.703;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_01130.tif;-400.838;-245.618;4.9053;457.425;-238.888;-5.5978;455.725;-23.4964;-6.51597;460.178;-237.948;209.783;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_01131.tif;-400.814;-245.618;6.5527;457.399;-238.888;-7.47778;455.695;-23.4964;-8.38895;461.036;-237.948;207.889;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_01132.tif;-400.782;-245.618;8.28223;457.362;-238.888;-9.45148;455.654;-23.4964;-10.3553;461.929;-237.948;205.898;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_01133.tif;-400.745;-245.618;9.92987;457.319;-238.888;-11.3317;455.608;-23.4964;-12.2285;462.772;-237.948;203.997;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_01134.tif;-400.7;-245.618;11.5862;457.269;-238.888;-13.2218;455.553;-23.4964;-14.1115;463.611;-237.948;202.083;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_01135.tif;-400.648;-245.618;13.2732;457.209;-238.888;-15.147;455.49;-23.4964;-16.0295;464.458;-237.948;200.129;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_01136.tif;-400.589;-245.618;14.947;457.141;-238.888;-17.0572;455.419;-23.4964;-17.9324;465.29;-237.948;198.187;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_01137.tif;-400.523;-245.618;16.6238;457.066;-238.888;-18.9706;455.34;-23.4964;-19.8386;466.115;-237.948;196.237;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_01138.tif;-400.449;-245.618;18.3246;456.981;-238.888;-20.9115;455.251;-23.4964;-21.7722;466.944;-237.948;194.256;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_01139.tif;-400.371;-245.618;19.9525;456.893;-238.888;-22.7692;455.159;-23.4964;-23.6229;467.73;-237.948;192.356;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_01140.tif;-400.283;-245.618;21.6463;456.792;-238.888;-24.7022;455.055;-23.4964;-25.5485;468.54;-237.948;190.375;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_01141.tif;-400.188;-245.618;23.339;456.684;-238.888;-26.6338;454.943;-23.4964;-27.4728;469.341;-237.948;188.392;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_01142.tif;-400.088;-245.618;24.9854;456.57;-238.888;-28.5126;454.826;-23.4964;-29.3444;470.112;-237.948;186.459;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_01143.tif;-399.98;-245.618;26.6578;456.447;-238.888;-30.4212;454.699;-23.4964;-31.2457;470.888;-237.948;184.492;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_01144.tif;-399.862;-245.618;28.3744;456.312;-238.888;-32.3801;454.561;-23.4964;-33.1971;471.675;-237.948;182.469;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_01145.tif;-399.745;-245.618;29.9811;456.178;-238.888;-34.2137;454.424;-23.4964;-35.0236;472.405;-237.948;180.572;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_01146.tif;-399.618;-245.618;31.6346;456.033;-238.888;-36.1005;454.275;-23.4964;-36.9032;473.148;-237.948;178.616;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_01147.tif;-399.477;-245.618;33.3622;455.873;-238.888;-38.072;454.111;-23.4964;-38.8671;473.916;-237.948;176.569;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_01148.tif;-399.337;-245.618;35.002;455.712;-238.888;-39.9433;453.948;-23.4964;-40.7312;474.636;-237.948;174.622;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_01149.tif;-399.187;-245.618;36.6732;455.541;-238.888;-41.8505;453.774;-23.4964;-42.6309;475.363;-237.948;172.633;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_01150.tif;-399.027;-245.618;38.3683;455.359;-238.888;-43.7849;453.588;-23.4964;-44.5578;476.092;-237.948;170.613;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_01151.tif;-398.866;-245.618;40.0084;455.176;-238.888;-45.6565;453.401;-23.4964;-46.4221;476.79;-237.948;168.654;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_01152.tif;-398.693;-245.618;41.7009;454.978;-238.888;-47.5879;453.2;-23.4964;-48.346;477.501;-237.948;166.629;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_01153.tif;-398.519;-245.618;43.3307;454.779;-238.888;-49.4478;452.999;-23.4964;-50.1987;478.178;-237.948;164.675;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_01154.tif;-398.334;-245.618;44.9998;454.568;-238.888;-51.3526;452.785;-23.4964;-52.0959;478.864;-237.948;162.671;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_01155.tif;-398.142;-245.618;46.6668;454.349;-238.888;-53.2549;452.563;-23.4964;-53.9908;479.541;-237.948;160.665;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_01156.tif;-397.94;-245.618;48.3571;454.119;-238.888;-55.1838;452.329;-23.4964;-55.9121;480.219;-237.948;158.627;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_01157.tif;-397.738;-245.618;49.9927;453.888;-238.888;-57.0504;452.096;-23.4964;-57.7713;480.867;-237.948;156.651;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_01158.tif;-397.528;-245.618;51.6362;453.649;-238.888;-58.9258;451.853;-23.4964;-59.6393;481.51;-237.948;154.663;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_01159.tif;-397.303;-245.618;53.3384;453.392;-238.888;-60.8683;451.593;-23.4964;-61.5741;482.168;-237.948;152.599;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_01160.tif;-397.081;-245.618;54.9725;453.138;-238.888;-62.7332;451.336;-23.4964;-63.4316;482.792;-237.948;150.614;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_01161.tif;-396.848;-245.618;56.6312;452.872;-238.888;-64.626;451.067;-23.4964;-65.3169;483.417;-237.948;148.595;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_01162.tif;-396.603;-245.618;58.3158;452.593;-238.888;-66.5484;450.786;-23.4964;-67.2316;484.044;-237.948;146.541;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_01163.tif;-396.356;-245.618;59.9722;452.311;-238.888;-68.4386;450.501;-23.4964;-69.1143;484.652;-237.948;144.518;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_01164.tif;-396.11;-245.618;61.5792;452.03;-238.888;-70.2725;450.217;-23.4964;-70.9409;485.234;-237.948;142.551;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_01165.tif;-395.845;-245.618;63.2585;451.728;-238.888;-72.1889;449.912;-23.4964;-72.8495;485.834;-237.948;140.492;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_01166.tif;-395.579;-245.618;64.9038;451.424;-238.888;-74.0665;449.605;-23.4964;-74.7195;486.414;-237.948;138.471;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_01167.tif;-395.304;-245.618;66.5593;451.11;-238.888;-75.9556;449.288;-23.4964;-76.6011;486.989;-237.948;136.433;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_01168.tif;-395.017;-245.618;68.2372;450.783;-238.888;-77.8704;448.959;-23.4964;-78.5082;487.564;-237.948;134.364;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_01169.tif;-394.733;-245.618;69.8607;450.459;-238.888;-79.7232;448.633;-23.4964;-80.3534;488.112;-237.948;132.358;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_01170.tif;-394.438;-245.618;71.509;450.122;-238.888;-81.6042;448.293;-23.4964;-82.2268;488.661;-237.948;130.318;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_01171.tif;-394.138;-245.618;73.1483;449.779;-238.888;-83.4748;447.947;-23.4964;-84.0898;489.199;-237.948;128.285;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_01172.tif;-393.826;-245.618;74.8056;449.424;-238.888;-85.3661;447.59;-23.4964;-85.9734;489.734;-237.948;126.226;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_01173.tif;-393.512;-245.618;76.4428;449.065;-238.888;-87.2345;447.228;-23.4964;-87.8341;490.255;-237.948;124.189;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_01174.tif;-393.194;-245.618;78.0611;448.702;-238.888;-89.0812;446.863;-23.4964;-89.6733;490.762;-237.948;122.171;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_01175.tif;-392.853;-245.618;79.758;448.314;-238.888;-91.0176;446.472;-23.4964;-91.6018;491.284;-237.948;120.051;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_01176.tif;-392.522;-245.618;81.3727;447.936;-238.888;-92.8603;446.091;-23.4964;-93.4369;491.774;-237.948;118.029;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_01177.tif;-392.173;-245.618;83.038;447.537;-238.888;-94.7607;445.691;-23.4964;-95.3294;492.27;-237.948;115.941;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_01178.tif;-391.828;-245.618;84.6528;447.143;-238.888;-96.6034;445.294;-23.4964;-97.1645;492.744;-237.948;113.912;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_01179.tif;-391.472;-245.618;86.2812;446.738;-238.888;-98.4618;444.886;-23.4964;-99.0151;493.213;-237.948;111.863;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_01180.tif;-391.102;-245.618;87.944;446.315;-238.888;-100.359;444.462;-23.4964;-100.905;493.684;-237.948;109.766;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_01181.tif;-390.737;-245.618;89.5525;445.899;-238.888;-102.195;444.043;-23.4964;-102.733;494.132;-237.948;107.733;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_01182.tif;-390.359;-245.618;91.184;445.468;-238.888;-104.057;443.61;-23.4964;-104.587;494.577;-237.948;105.668;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_01183.tif;-389.969;-245.618;92.8411;445.022;-238.888;-105.948;443.161;-23.4964;-106.47;495.022;-237.948;103.567;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_01184.tif;-389.584;-245.618;94.4432;444.583;-238.888;-107.776;442.72;-23.4964;-108.291;495.443;-237.948;101.531;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_01185.tif;-389.191;-245.618;96.0487;444.134;-238.888;-109.608;442.27;-23.4964;-110.115;495.858;-237.948;99.4874;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_01186.tif;-388.785;-245.618;97.6783;443.671;-238.888;-111.468;441.805;-23.4964;-111.967;496.27;-237.948;97.4093;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_01187.tif;-388.371;-245.618;99.3146;443.198;-238.888;-113.335;441.329;-23.4964;-113.826;496.676;-237.948;95.3186;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_01188.tif;-387.953;-245.618;100.932;442.722;-238.888;-115.181;440.851;-23.4964;-115.664;497.069;-237.948;93.2483;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_01189.tif;-387.533;-245.618;102.533;442.243;-238.888;-117.007;440.37;-23.4964;-117.483;497.449;-237.948;91.1956;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_01190.tif;-387.094;-245.618;104.178;441.742;-238.888;-118.885;439.867;-23.4964;-119.353;497.832;-237.948;89.0815;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_01191.tif;-386.649;-245.618;105.82;441.233;-238.888;-120.759;439.356;-23.4964;-121.219;498.206;-237.948;86.9676;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_01192.tif;-386.215;-245.618;107.392;440.738;-238.888;-122.552;438.86;-23.4964;-123.005;498.555;-237.948;84.9409;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_01193.tif;-385.76;-245.618;109.017;440.218;-238.888;-124.407;438.338;-23.4964;-124.851;498.909;-237.948;82.8413;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_01194.tif;-385.302;-245.618;110.623;439.696;-238.888;-126.24;437.814;-23.4964;-126.677;499.25;-237.948;80.7614;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_01195.tif;-384.834;-245.618;112.24;439.162;-238.888;-128.086;437.278;-23.4964;-128.514;499.584;-237.948;78.6639;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_01196.tif;-384.362;-245.618;113.847;438.623;-238.888;-129.919;436.737;-23.4964;-130.34;499.909;-237.948;76.576;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_01197.tif;-383.883;-245.618;115.452;438.077;-238.888;-131.751;436.189;-23.4964;-132.163;500.224;-237.948;74.487;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_01198.tif;-383.384;-245.618;117.099;437.507;-238.888;-133.63;435.618;-23.4964;-134.035;500.539;-237.948;72.3391;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_01199.tif;-382.904;-245.618;118.659;436.959;-238.888;-135.41;435.068;-23.4964;-135.807;500.83;-237.948;70.3007;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_01200.tif;-382.405;-245.618;120.257;436.39;-238.888;-137.234;434.497;-23.4964;-137.623;501.119;-237.948;68.2079;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_01201.tif;-381.906;-245.618;121.83;435.821;-238.888;-139.03;433.927;-23.4964;-139.411;501.396;-237.948;66.1442;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_01202.tif;-381.388;-245.618;123.444;435.23;-238.888;-140.871;433.334;-23.4964;-141.244;501.671;-237.948;64.0241;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_01203.tif;-380.869;-245.618;125.037;434.637;-238.888;-142.689;432.74;-23.4964;-143.054;501.934;-237.948;61.9268;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_01204.tif;-380.334;-245.618;126.653;434.027;-238.888;-144.533;432.128;-23.4964;-144.89;502.192;-237.948;59.7951;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_01205.tif;-379.809;-245.618;128.218;433.428;-238.888;-146.319;431.528;-23.4964;-146.668;502.434;-237.948;57.7265;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_01206.tif;-379.275;-245.618;129.79;432.819;-238.888;-148.113;430.917;-23.4964;-148.454;502.669;-237.948;55.645;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_01207.tif;-378.717;-245.618;131.409;432.182;-238.888;-149.96;430.279;-23.4964;-150.293;502.902;-237.948;53.4975;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_01208.tif;-378.174;-245.618;132.964;431.562;-238.888;-151.736;429.657;-23.4964;-152.061;503.118;-237.948;51.4295;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_01209.tif;-377.615;-245.618;134.543;430.924;-238.888;-153.537;429.018;-23.4964;-153.855;503.328;-237.948;49.3271;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_01210.tif;-377.05;-245.618;136.12;430.279;-238.888;-155.336;428.372;-23.4964;-155.646;503.53;-237.948;47.2241;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_01211.tif;-376.468;-245.618;137.719;429.616;-238.888;-157.161;427.707;-23.4964;-157.463;503.726;-237.948;45.0858;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_01212.tif;-375.901;-245.618;139.261;428.968;-238.888;-158.921;427.058;-23.4964;-159.215;503.907;-237.948;43.0204;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_01213.tif;-375.306;-245.618;140.857;428.289;-238.888;-160.742;426.378;-23.4964;-161.028;504.085;-237.948;40.8791;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_01214.tif;-374.722;-245.618;142.401;427.623;-238.888;-162.504;425.711;-23.4964;-162.782;504.249;-237.948;38.8033;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_01215.tif;-374.115;-245.618;143.991;426.93;-238.888;-164.318;425.016;-23.4964;-164.588;504.409;-237.948;36.6626;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_01216.tif;-373.526;-245.618;145.512;426.257;-238.888;-166.054;424.343;-23.4964;-166.316;504.554;-237.948;34.6098;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_01217.tif;-372.907;-245.618;147.089;425.552;-238.888;-167.855;423.636;-23.4964;-168.108;504.696;-237.948;32.4764;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_01218.tif;-372.292;-245.618;148.639;424.85;-238.888;-169.622;422.933;-23.4964;-169.868;504.826;-237.948;30.3777;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_01219.tif;-371.677;-245.618;150.17;424.148;-238.888;-171.37;422.231;-23.4964;-171.608;504.947;-237.948;28.2996;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_01220.tif;-371.036;-245.618;151.748;423.416;-238.888;-173.171;421.497;-23.4964;-173.401;505.063;-237.948;26.1532;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_01221.tif;-370.405;-245.618;153.282;422.696;-238.888;-174.921;420.777;-23.4964;-175.143;505.167;-237.948;24.0635;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_01222.tif;-369.737;-245.618;154.886;421.934;-238.888;-176.752;420.013;-23.4964;-176.965;505.266;-237.948;21.8736;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_01223.tif;-369.111;-245.618;156.371;421.22;-238.888;-178.446;419.299;-23.4964;-178.652;505.35;-237.948;19.8423;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_01224.tif;-368.45;-245.618;157.923;420.465;-238.888;-180.217;418.543;-23.4964;-180.415;505.429;-237.948;17.7155;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_01225.tif;-367.797;-245.618;159.438;419.72;-238.888;-181.946;417.797;-23.4964;-182.136;505.498;-237.948;15.6358;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_01226.tif;-367.127;-245.618;160.974;418.956;-238.888;-183.699;417.032;-23.4964;-183.881;505.559;-237.948;13.5217;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_01227.tif;-366.429;-245.618;162.557;418.159;-238.888;-185.506;416.235;-23.4964;-185.679;505.612;-237.948;11.34;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_01228.tif;-365.765;-245.618;164.046;417.401;-238.888;-187.205;415.476;-23.4964;-187.37;505.654;-237.948;9.28374;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_01229.tif;-365.083;-245.618;165.557;416.623;-238.888;-188.929;414.697;-23.4964;-189.087;505.688;-237.948;7.19225;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_01230.tif;-364.375;-245.618;167.111;415.815;-238.888;-190.702;413.888;-23.4964;-190.852;505.714;-237.948;5.03797;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_01231.tif;-363.685;-245.618;168.607;415.027;-238.888;-192.41;413.1;-23.4964;-192.551;505.731;-237.948;2.95957;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_01232.tif;-362.965;-245.618;170.151;414.206;-238.888;-194.171;412.278;-23.4964;-194.305;505.739;-237.948;0.810713;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_01233.tif;-362.24;-245.618;171.69;413.378;-238.888;-195.928;411.45;-23.4964;-196.053;505.738;-237.948;-1.33588;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_01234.tif;-361.539;-245.618;173.161;412.578;-238.888;-197.607;410.649;-23.4964;-197.724;505.728;-237.948;-3.39239;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_01235.tif;-360.819;-245.618;174.656;411.757;-238.888;-199.312;409.828;-23.4964;-199.422;505.71;-237.948;-5.48458;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_01236.tif;-360.079;-245.618;176.177;410.912;-238.888;-201.048;408.983;-23.4964;-201.15;505.682;-237.948;-7.61896;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_01237.tif;-359.332;-245.618;177.694;410.06;-238.888;-202.78;408.13;-23.4964;-202.873;505.646;-237.948;-9.75231;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_01238.tif;-358.595;-245.618;179.179;409.218;-238.888;-204.474;407.288;-23.4964;-204.559;505.601;-237.948;-11.8429;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_01239.tif;-357.833;-245.618;180.694;408.35;-238.888;-206.203;406.419;-23.4964;-206.28;505.546;-237.948;-13.9814;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_01240.tif;-357.093;-245.618;182.154;407.504;-238.888;-207.869;405.573;-23.4964;-207.938;505.485;-237.948;-16.0458;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_01241.tif;-356.315;-245.618;183.67;406.617;-238.888;-209.599;404.686;-23.4964;-209.66;505.412;-237.948;-18.1945;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_01242.tif;-355.53;-245.618;185.184;405.722;-238.888;-211.327;403.79;-23.4964;-211.38;505.33;-237.948;-20.3446;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_01243.tif;-354.766;-245.618;186.644;404.849;-238.888;-212.994;402.918;-23.4964;-213.038;505.242;-237.948;-22.4221;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_01244.tif;-353.983;-245.618;188.125;403.956;-238.888;-214.684;402.024;-23.4964;-214.72;505.144;-237.948;-24.5333;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_01245.tif;-353.192;-245.618;189.605;403.054;-238.888;-216.373;401.122;-23.4964;-216.401;505.037;-237.948;-26.6473;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_01246.tif;-352.415;-245.618;191.046;402.167;-238.888;-218.017;400.234;-23.4964;-218.037;504.924;-237.948;-28.7096;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_01247.tif;-351.612;-245.618;192.521;401.25;-238.888;-219.7;399.317;-23.4964;-219.712;504.799;-237.948;-30.8248;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_01248.tif;-350.79;-245.618;194.014;400.312;-238.888;-221.403;398.38;-23.4964;-221.407;504.664;-237.948;-32.97;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_01249.tif;-349.976;-245.618;195.478;399.384;-238.888;-223.074;397.451;-23.4964;-223.07;504.522;-237.948;-35.0785;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_01250.tif;-349.155;-245.618;196.941;398.446;-238.888;-224.744;396.514;-23.4964;-224.732;504.37;-237.948;-37.1901;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_01251.tif;-348.339;-245.618;198.38;397.515;-238.888;-226.386;395.583;-23.4964;-226.366;504.213;-237.948;-39.2714;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_01252.tif;-347.514;-245.618;199.823;396.573;-238.888;-228.033;394.641;-23.4964;-228.005;504.045;-237.948;-41.3616;
G:\Tomo\2023-07\jmletang\theiere_acier10mm_70um\Proj\img_01253.tif;-346.662;-245.618;201.298;395.601;-238.888;-229.716;393.669;-23.4964;-229.679;503.865;-237.948;-43.5028;
